,id,miles,price,state,year,capacity,Certified,gearbox,dwheel,ext,int,name,powertrain,brand,model
850,699242083,35696,63444,NJ,2016,4.0,0,auto,AWD,Mythos Black Metallic,Black,Used 2016 Audi A8 L 4.0T,8-Speed Automatic | AWD,Audi,A8
851,700660821,35956,51990,NC,2014,4.0,1,auto,,Brilliant Black,Black,Certified 2014 Audi A8 L 4.0T (Tiptronic),Automatic,Audi,A8
852,698615951,37706,43997,IN,2014,3.0,0,auto,AWD,Brilliant Black,Nougat Brown,Used 2014 Audi A8 L 3.0T,8-Speed Automatic | AWD,Audi,A8
853,699468930,37919,41997,TX,2014,3.0,1,auto,,Phantom Black Pearl,Black,Certified 2014 Audi A8 L 3.0T (Tiptronic),8-Speed Automatic with Tiptronic,Audi,A8
854,695700566,40612,42995,NY,2014,3.0,1,auto,,Havanna Black Metallic,Nougat Brown,Certified 2014 Audi A8 3.0T,Automatic,Audi,A8
855,700410699,40696,52920,FL,2015,3.0,1,auto,AWD,Phantom Black Pearl,Black,Certified 2015 Audi A8 3.0T,8-Speed Automatic with Tiptronic | AWD,Audi,A8
856,700499378,40787,54999,PA,2015,4.0,1,auto,,Phantom Black Pearl,Black,Certified 2015 Audi A8 L 4.0T,8-Speed Automatic with Tiptronic,Audi,A8
857,700012912,44646,34999,WA,2012,,0,auto|manual,AWD,Oolong Grey Metallic,Velvet Beige,Used 2012 Audi A8,8-Speed Automatic w/Manual Shift | AWD,Audi,A8
858,699215605,47620,35977,MA,2013,3.0,1,auto,,Havanna Black Metallic,Nougat Brown,Certified 2013 Audi A8 3.0T (Tiptronic),8 speed automatic,Audi,A8
859,700285715,51293,29981,CA,2011,4.2,0,auto,AWD,Gray,Black,Used 2011 Audi A8 L 4.2 quattro,8-Speed Automatic | AWD,Audi,A8
860,700727891,55178,34995,CA,2013,4.0,0,auto,AWD,Black,,Used 2013 Audi A8 L 4.0T,8-Speed Automatic | AWD,Audi,A8
861,699560206,55676,22995,MI,2009,4.2,0,auto,AWD,Ice Silver Metallic,Black,Used 2009 Audi A8 L 4.2 quattro,6-Speed Automatic | AWD,Audi,A8
862,699434675,56788,34900,IL,2014,3.0,0,auto,AWD,Havanna Black Metallic,Nougat Brown,Used 2014 Audi A8 L 3.0T,8-Speed Automatic | AWD,Audi,A8
863,700639528,56955,43991,SC,2014,3.0,0,auto,AWD,Black,Black,Used 2014 Audi A8 L 3.0 TDI,8-Speed Automatic | AWD,Audi,A8
864,699812685,58690,33999,IL,2013,3.0,0,auto,AWD,Phantom Black Pearl,Black,Used 2013 Audi A8 3.0T quattro,8-Speed Automatic | AWD,Audi,A8
865,700179005,61516,31950,CO,2012,4.2,0,auto,AWD,Silver,Black,Used 2012 Audi A8 L 4.2 quattro,8-Speed Automatic | AWD,Audi,A8
866,699406044,62276,29991,TX,2011,4.2,0,auto,AWD,Phantom Black Pearl,,Used 2011 Audi A8 L 4.2 quattro,8-Speed Automatic | AWD,Audi,A8
867,700709323,68026,17923,AZ,2005,,0,auto,AWD,Black,,Used 2005 Audi A8 W12,6-Speed Automatic | AWD,Audi,A8
868,700034066,72831,21595,CA,2010,,0,auto,AWD,Blue,Gray,Used 2010 Audi A8,6-Speed Automatic | AWD,Audi,A8
