,id,miles,price,state,year,capacity,Certified,brand,model,gearbox,dwheel,ext,int,name,powertrain
351,697413551,49372,13470,GA,2014,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
352,695534112,49993,13988,MA,2013,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
353,698769701,50091,12988,FL,2014,2.0,0,Acura,ILX,auto,FWD,Aluminum,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
354,697805222,50164,15488,CA,2013,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
355,696105848,50451,12695,FL,2014,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
356,698565076,51123,16210,GA,2013,2.0,1,Acura,ILX,auto,FWD,Graphite Luster,Parchment,Certified 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
357,696947144,51463,14998,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
358,693862682,51522,14895,NY,2014,2.0,0,Acura,ILX,auto,FWD,White,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
359,695864721,52275,16495,MA,2015,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2015 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
360,699303824,52695,15877,OH,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
361,698923086,52941,16991,WA,2013,2.0,0,Acura,ILX,auto,FWD,Gray,Parchment,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
362,697139529,52992,16999,NJ,2014,2.4,0,Acura,ILX,manual,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.4L w/Premium Package,6-Speed Manual | FWD
363,699767489,53801,15995,AL,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
364,699480437,54240,17000,WA,2013,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
365,700492553,54315,14990,MD,2014,2.0,0,Acura,ILX,auto,FWD,Silver,,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
366,697871892,54919,15799,PA,2015,2.0,0,Acura,ILX,auto,FWD,White,,Used 2015 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
367,692578947,55404,14000,GA,2013,2.0,0,Acura,ILX,auto,FWD,Gray,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
368,695026160,55935,15990,MD,2013,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
369,697167689,56432,14750,TX,2013,2.0,0,Acura,ILX,auto,FWD,White,Parchment,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
370,692820484,56643,15798,NJ,2013,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
371,699990931,56840,15000,GA,2014,2.0,0,Acura,ILX,auto,FWD,Obsidian Blue Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
372,697630769,57001,14384,PA,2014,2.0,0,Acura,ILX,auto,FWD,Black,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
373,687375474,57912,13499,GA,2014,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
374,693660700,59925,15888,NY,2015,2.0,1,Acura,ILX,auto,FWD,White,,Certified 2015 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
375,687338612,61306,13499,IL,2014,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
376,697624829,61605,14985,GA,2014,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
377,698372751,64355,16499,CA,2014,2.0,0,Acura,ILX,auto,FWD,Silver,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
378,693212144,65525,12900,OH,2013,2.4,0,Acura,ILX,manual,FWD,Silver Moon Metallic,Ebony,Used 2013 Acura ILX 2.4L Premium,6-Speed Manual | FWD
379,700021188,66459,13981,CA,2013,2.0,0,Acura,ILX,auto,FWD,White,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
380,699633931,66566,13900,PA,2014,2.4,0,Acura,ILX,manual,FWD,Gray,Ebony,Used 2014 Acura ILX 2.4L w/Premium Package,6-Speed Manual | FWD
381,697587906,67148,15991,WA,2013,2.0,0,Acura,ILX,auto,FWD,Gray,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
382,697691596,69429,14000,TX,2013,2.0,0,Acura,ILX,auto,FWD,Fathom Blue Pearl,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
383,697135997,70340,14995,CA,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
384,698695094,70945,14295,CA,2013,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
385,699797377,74445,13250,FL,2013,2.0,0,Acura,ILX,auto,FWD,Crimson Garnet,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
386,695943409,75339,13700,CA,2013,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
387,695415641,75983,12824,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
388,696496455,78640,11994,OH,2013,2.4,0,Acura,ILX,manual,FWD,Burgundy,,Used 2013 Acura ILX 2.4L Premium,6-Speed Manual | FWD
389,699609886,78923,13990,TN,2013,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
390,693452168,79461,13995,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Fathom Blue Pearl,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
391,696868213,189327,10885,IL,2013,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic w/Manual Shift | FWD
392,699894274,2621,23785,PA,2016,2.4,0,Acura,ILX,auto,FWD,Catalina Blue Pearl,Ebony,Used 2016 Acura ILX 2.4L,Automatic | FWD
393,664002720,3702,22969,NY,2016,,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2016 Acura ILX,8-Speed Automatic with Auto-Shift | FWD
394,695481461,3872,25995,NY,2017,,0,Acura,ILX,auto,FWD,Black,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
395,695481456,5308,25995,NY,2017,,0,Acura,ILX,auto,FWD,Silver,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
396,694262727,5355,24995,NY,2017,,0,Acura,ILX,auto,FWD,White,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
397,700206124,5492,20000,CA,2014,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
398,695481455,6450,26595,NY,2017,,0,Acura,ILX,auto,FWD,Gray,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
399,693199980,8605,24250,NY,2016,2.4,1,Acura,ILX,auto,FWD,Catalina Blue Pearl,Ebony,Certified 2016 Acura ILX 2.4L,8-Speed Automatic with Auto-Shift | FWD
400,697351312,9370,16995,NJ,2013,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Parchment,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
401,671235146,9519,24564,FL,2017,,1,Acura,ILX,auto,FWD,Gray,Ebony,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
402,699888584,10193,27995,PA,2017,2.4,1,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Certified 2017 Acura ILX 2.4 Technology Plus,8-Speed Automatic with Auto-Shift | FWD
403,697955684,11685,22895,NJ,2016,2.4,0,Acura,ILX,auto,FWD,Bellanova White Pearl,,Used 2016 Acura ILX 2.4L,8-Speed Automatic with Auto-Shift | FWD
404,699968591,13961,22000,AZ,2014,2.0,1,Acura,ILX,auto,FWD,Crimson Garnet,Parchment,Certified 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
405,699181573,15855,17382,CA,2014,2.0,1,Acura,ILX,auto,FWD,Gray,Ebony,Certified 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
406,696040852,15953,20995,VA,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
407,696810527,16203,19788,WA,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
408,698602797,16316,18995,VA,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Parchment,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
409,695338971,16360,18758,PA,2014,2.0,1,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Certified 2014 Acura ILX 2.0L,Automatic | FWD
410,696426785,16775,20799,PA,2015,2.0,1,Acura,ILX,auto,FWD,Fathom Blue Pearl,Ebony,Certified 2015 Acura ILX 2.0L,Automatic | FWD
411,688407786,16868,17987,WA,2013,2.0,0,Acura,ILX,auto,FWD,Maroon,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
412,696548729,18318,18995,PA,2013,2.0,1,Acura,ILX,auto,FWD,Silver Moon Metallic,Ebony,Certified 2013 Acura ILX 2.0L,5-Speed Automatic w/Manual Shift | FWD
413,697524279,18776,18888,NY,2014,2.0,0,Acura,ILX,auto,FWD,White,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
414,699856733,19086,20798,FL,2016,2.4,0,Acura,ILX,auto,FWD,White,,Used 2016 Acura ILX 2.4L,8-Speed Automatic with Auto-Shift | FWD
415,699695781,19998,24000,AZ,2015,2.0,1,Acura,ILX,auto,FWD,Crimson Garnet Pearl,Parchment,Certified 2015 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
416,690720582,21074,10499,NY,2013,2.0,0,Acura,ILX,auto,FWD,Silver,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
417,700309371,21416,19000,CT,2014,2.4,0,Acura,ILX,manual,FWD,Polished Metal,Ebony,Used 2014 Acura ILX 2.4L w/Premium Package,6-Speed Manual | FWD
418,699633653,21733,22495,NJ,2016,2.4,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2016 Acura ILX 2.4 Technology Plus,8-Speed Automatic with Auto-Shift | FWD
419,690367118,21786,18442,PA,2013,2.0,1,Acura,ILX,auto,FWD,Polished Metal Metallic,Parchment,Certified 2013 Acura ILX 2.0L,Automatic | FWD
420,699423495,21833,19488,WA,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
421,696810770,22225,21488,WA,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
422,694383325,22277,16995,OH,2013,2.0,0,Acura,ILX,auto,FWD,Silver,Ebony,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
423,695106550,22393,18997,NJ,2014,2.0,1,Acura,ILX,auto,FWD,Crimson Garnet Pearl,Parchment,Certified 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
424,700031325,22691,17495,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
425,695251880,23581,17772,CA,2014,2.0,0,Acura,ILX,auto,FWD,Alabaster Silver Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
426,694697086,24799,17468,NY,2014,2.0,0,Acura,ILX,auto,FWD,Crimson Garnet,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
427,690634761,25882,16888,TX,2013,2.0,0,Acura,ILX,,FWD,Polished Metal Metallic [Gray],Parchment [Beige],Used 2013 Acura ILX 2.0L,5 speed automatic | FWD
428,699311330,26247,16998,VT,2014,2.0,0,Acura,ILX,auto,FWD,Silver,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
429,682821660,26542,15500,NJ,2013,2.0,0,Acura,ILX,auto,FWD,Silver Moon Metallic,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
430,699194785,27196,17985,NJ,2014,2.4,0,Acura,ILX,auto,FWD,Black,,Used 2014 Acura ILX 2.4L w/Premium Package,Black (ext)
431,695044358,29628,18488,WA,2014,2.0,0,Acura,ILX,auto,FWD,Amber Brownstone Metallic,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
432,696184557,30764,14495,MA,2013,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
433,699592532,31855,22971,OH,2016,2.4,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2016 Acura ILX 2.4 Premium w/ A-SPEC,8-Speed Automatic with Auto-Shift | FWD
434,699496759,32265,18981,CA,2014,2.0,0,Acura,ILX,auto,FWD,White,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
435,692831995,35420,15898,TX,2014,2.0,0,Acura,ILX,auto,FWD,White,Graystone,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
436,696105209,35655,15495,GA,2014,2.0,0,Acura,ILX,auto,FWD,White,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
437,696548823,35695,17566,PA,2014,2.0,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2014 Acura ILX 2.0L,Automatic | FWD
438,698343278,36640,15999,GA,2013,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
439,699672027,37335,19995,CA,2015,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2015 Acura ILX 2.0L,8-Speed Automatic with Auto-Shift | FWD
440,700037564,37709,16750,NY,2014,2.0,0,Acura,ILX,auto,FWD,Fathom Blue Pearl,Ebony,Used 2014 Acura ILX 2.0L,Fathom Blue Pearl (ext) | Ebony (int)
441,695026111,38217,16290,MD,2013,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
442,690716924,39691,14695,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
443,699194784,40349,16744,NY,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
444,696690842,42142,14695,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
445,699247638,42212,15981,SC,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Graystone,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
446,697241843,42797,15995,NY,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
447,690635997,44745,15488,TX,2013,2.0,0,Acura,ILX,,FWD,Bellanova White Pearl [White],Parchment [Beige],Used 2013 Acura ILX 2.0L,5 speed automatic | FWD
448,699968595,44957,18000,AZ,2015,2.0,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2015 Acura ILX 2.0L,5-Speed Automatic | FWD
449,659027304,45067,14988,UT,2013,2.0,0,Acura,ILX,auto,FWD,Silver,Ebony,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
450,682724169,46009,13989,NY,2013,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
451,696690708,46357,14695,NJ,2014,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
452,699959967,49182,14295,NY,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
453,699959968,49189,14375,NY,2013,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
454,690643000,49585,14995,NJ,2013,2.0,0,Acura,ILX,auto,FWD,Silver,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
455,686596907,51363,13996,NY,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
456,683073223,60984,13796,NY,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
457,700124072,64115,15900,MD,2014,2.0,0,Acura,ILX,auto,FWD,Burgundy,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
458,695554570,109208,13995,OH,2013,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
459,697865160,200592,10000,MI,2013,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
460,680362545,2,28930,AZ,2017,,0,Acura,ILX,auto,FWD,Silver Metallic,Graystone,Used 2017 Acura ILX COURTESY VEHICLE,8-Speed Automatic with Auto-Shift | FWD
461,699186358,250,22990,VA,2016,2.4,0,Acura,ILX,auto,FWD,Graphite,Ebony,Used 2016 Acura ILX 2.4L,Automatic | FWD
462,695481460,3409,25995,NY,2017,,0,Acura,ILX,auto,FWD,White,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
463,699246758,3426,29998,MD,2017,2.4,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2017 Acura ILX 2.4 Technology Plus,8-Speed Automatic with Auto-Shift | FWD
464,698375712,3690,25995,NY,2017,,0,Acura,ILX,auto,FWD,Black,,Used 2017 Acura ILX W/PREM PKG-LOANER,8-Speed Automatic with Auto-Shift | FWD
465,671235581,3811,24555,FL,2017,,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
466,699454960,4759,17500,NY,2015,2.0,0,Acura,ILX,auto,FWD,Silver Moon Metallic,Ebony,Used 2015 Acura ILX 2.0L,5-Speed Automatic | FWD
467,691638065,4792,21499,PA,2016,,0,Acura,ILX,auto,FWD,Basque Red Pearl Ii,Parchment,Used 2016 Acura ILX W/ACURAWATCH PLUS PKG,8-Speed Automatic with Auto-Shift | FWD
468,671235050,4918,24135,FL,2017,,1,Acura,ILX,auto,FWD,White,Ebony,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
469,671235144,5384,24018,FL,2017,,1,Acura,ILX,auto,FWD,Catalina Blue Pearl,Graystone,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
470,671275836,5688,24241,FL,2017,,1,Acura,ILX,auto,FWD,Gray,Graystone,Certified 2017 Acura ILX Premium Package,8-Speed Automatic with Auto-Shift | FWD
471,671235145,6322,25246,FL,2017,,1,Acura,ILX,auto,FWD,Black,Ebony,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
472,671235891,6561,25979,FL,2017,,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2017 Acura ILX Base,8-Speed Automatic with Auto-Shift | FWD
473,671275835,6813,25252,FL,2017,,1,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Certified 2017 Acura ILX Premium Package,8-Speed Automatic with Auto-Shift | FWD
474,700021369,11328,19000,NJ,2014,2.0,1,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Certified 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
475,698075983,12854,17580,NJ,2014,2.0,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
476,699776552,13213,21877,VA,2017,,0,Acura,ILX,auto,FWD,Catalina Blue Pearl,,Used 2017 Acura ILX,8-Speed Automatic with Auto-Shift | FWD
477,696384621,13774,20460,IL,2016,2.4,0,Acura,ILX,auto|manual,FWD,Crystal Black Pearl,Ebony,Used 2016 Acura ILX 2.4L,8-Speed Auto-Shift Manual w/OD | FWD
478,695018340,17353,20990,PA,2015,2.0,1,Acura,ILX,auto,FWD,Crystal Black,Ebony,Certified 2015 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
479,697724890,17719,22999,CT,2016,2.4,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2016 Acura ILX 2.4 Technology Plus w/ A-SPEC,8-Speed Automatic with Auto-Shift | FWD
480,694282151,17817,21795,CA,2016,2.4,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2016 Acura ILX 2.4L,8-Speed Automatic with Auto-Shift | FWD
481,685640783,17882,19488,NY,2015,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2015 Acura ILX 2.0L,5-Speed Automatic | FWD
482,698401959,18927,18995,VA,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
483,675539635,19987,18362,CA,2015,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2015 Acura ILX 2.0L,5-Speed Automatic | FWD
484,685711700,20193,13995,FL,2013,2.0,0,Acura,ILX,auto,FWD,Silver,Gray,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
485,698662491,20326,16594,NY,2014,2.0,0,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
486,676716470,21157,17816,PA,2013,2.4,0,Acura,ILX,manual,FWD,Crimson Garnet Pearl,Ebony,Used 2013 Acura ILX 2.4L Premium,6-Speed Manual | FWD
487,695184436,21184,18580,NJ,2015,2.0,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2015 Acura ILX 2.0L,5-Speed Automatic | FWD
488,698327274,21933,19368,WA,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
489,698244156,22203,20622,WA,2014,2.0,0,Acura,ILX,auto,FWD,White,,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
490,699971028,23628,15991,TX,2014,2.0,0,Acura,ILX,auto,FWD,Black,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
491,698662493,24407,16344,NY,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
492,697545703,24541,16022,GA,2013,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
493,697405430,25030,13999,FL,2014,2.0,0,Acura,ILX,auto,FWD,Fathom Blue Pearl,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
494,697613178,25280,19469,NJ,2014,2.4,0,Acura,ILX,manual,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.4L w/Premium Package,6-Speed Manual | FWD
495,699636510,25539,17790,TX,2014,2.0,0,Acura,ILX,auto,FWD,Silver Moon,Ebony,Used 2014 Acura ILX 2.0L Technology,Silver Moon (ext) | Ebony (int)
496,695340054,26712,16588,MD,2014,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
497,691447845,27122,16980,MD,2014,2.0,0,Acura,ILX,auto,FWD,White,,Used 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
498,696158605,27446,17989,TX,2014,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
499,699286953,27577,16291,CA,2014,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
500,698230972,27910,17475,MD,2013,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2013 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
501,693637272,28367,14894,CT,2014,2.0,0,Acura,ILX,auto,FWD,White,,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
502,698434557,28404,18881,CA,2014,2.0,0,Acura,ILX,auto,FWD,Bellanova White Pearl,Parchment,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
503,699130025,29123,17588,MD,2014,2.0,0,Acura,ILX,auto,FWD,Gray,,Used 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
504,700489894,30421,17900,IL,2014,2.0,0,Acura,ILX,auto,FWD,White,,Used 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
505,699584660,30432,17000,CA,2014,2.0,0,Acura,ILX,auto,FWD,Black,Ebony,Used 2014 Acura ILX 2.0L,5-Speed Automatic | FWD
506,698662498,30770,15994,NY,2014,2.0,0,Acura,ILX,auto,FWD,Amber Brownstone,Parchment,Used 2014 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
507,699724771,32272,15500,PA,2013,2.0,0,Acura,ILX,auto,FWD,Polished Metal Metallic,Ebony,Used 2013 Acura ILX 2.0L,5-Speed Automatic | FWD
508,698244976,32275,16900,MD,2014,2.0,0,Acura,ILX,auto,FWD,White,Ebony,Used 2014 Acura ILX 2.0L Technology,5-Speed Automatic | FWD
509,696501535,32621,17988,MD,2014,2.0,1,Acura,ILX,auto,FWD,Blue,,Certified 2014 Acura ILX 2.0L,5-Speed Automatic w/OD | FWD
510,685006215,32775,14199,CA,2013,2.0,0,Acura,ILX,auto,FWD,Silver Moon Metallic,Ebony,Used 2013 Acura ILX 2.0L Premium,5-Speed Automatic | FWD
511,697662719,33253,19653,PA,2014,2.0,1,Acura,ILX,auto,FWD,Crystal Black Pearl,Ebony,Certified 2014 Acura ILX 2.0L,Automatic | FWD
