,id,miles,name,powertrain,price,state,brand,model,year,capacity,Certified,gearbox,dwheel,ext,int
1079,700512118,81970,Used 2010 BMW 528 i,6-Speed Automatic | RWD,12980,CA,BMW,5,2010,,0,auto,RWD,Gray,Black
1080,697775441,82355,Used 2012 BMW 528 i,8-Speed Automatic | RWD,15593,FL,BMW,5,2012,,0,auto,RWD,White,Brown
1081,699699078,82447,Used 2011 BMW 528 i,8 speed automatic | RWD,15990,TX,BMW,5,2011,,0,auto,RWD,White,BLACK
1082,697246688,82549,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,11995,NY,BMW,5,2007,,0,auto,AWD,Black,Black
1083,696957051,82929,Used 2008 BMW 528 i,6-Speed Automatic | RWD,9974,IN,BMW,5,2008,,0,auto,RWD,Platinum Bronze Metallic,Gray
1084,693803584,82995,Used 2004 BMW 530 i,RWD,7900,OH,BMW,5,2004,,0,,RWD,Silver Gray Metallic,Grey
1085,698978928,83012,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11895,NJ,BMW,5,2010,,0,auto,AWD,White,Tan
1086,693101031,83174,Used 2009 BMW 528 i,6-Speed Automatic | RWD,10790,FL,BMW,5,2009,,0,auto,RWD,Black,Tan
1087,696552723,83239,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15400,TX,BMW,5,2011,,0,auto,RWD,White,
1088,699647569,83267,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15795,GA,BMW,5,2011,,0,auto,RWD,Gray,Tan
1089,693202441,83608,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,17999,CT,BMW,5,2013,,0,auto,AWD,Space Gray Metallic,Black
1090,700290806,83707,Used 2008 BMW 528 i,6-Speed Automatic | RWD,10995,FL,BMW,5,2008,,0,auto,RWD,Alpine White,Cream Beige
1091,696310225,83873,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11800,NY,BMW,5,2010,,0,auto,AWD,Blue,Brown
1092,699164118,83877,Used 2007 BMW 530 i,6-Speed Automatic | RWD,11450,AL,BMW,5,2007,,0,auto,RWD,Black,Gray
1093,699280850,83904,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,17900,PA,BMW,5,2013,,0,auto,AWD,White,Oyster / Black
1094,661303820,84000,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,17995,CA,BMW,5,2012,,0,auto,AWD,Gray,Black
1095,695562710,84115,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,15995,MA,BMW,5,2010,,0,auto,AWD,White,Cream
1096,684976479,84149,Used 2008 BMW 528 i,6-Speed Automatic | RWD,11790,FL,BMW,5,2008,,0,auto,RWD,Blue,Beige
1097,699546240,84224,Used 2010 BMW 528 i,6-Speed Automatic | RWD,13997,TX,BMW,5,2010,,0,auto,RWD,Brown,Tan
1098,698855558,84304,Used 2011 BMW 528 i,8-Speed Automatic | RWD,18000,TX,BMW,5,2011,,0,auto,RWD,Deep Sea Blue Metallic,Veneto Beige
1099,699142556,84466,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,13441,NC,BMW,5,2009,,0,auto,AWD,Deep Sea Blue Metallic,Cream
1100,692340778,84704,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,11889,MI,BMW,5,2008,,0,auto,AWD,Tan,
1101,692971081,84727,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,14995,NJ,BMW,5,2009,,0,auto,AWD,Plum,Tan
1102,698909218,84922,Used 2011 BMW 528 i,8-Speed Automatic | RWD,16095,VA,BMW,5,2011,,0,auto,RWD,Milano Beige Metallic,Venetian Beige
1103,699087644,84940,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,14900,NJ,BMW,5,2010,,0,auto,AWD,Alpine White,Beige
1104,698397574,85070,Used 2010 BMW 528 i,6-Speed Automatic | RWD,14491,NC,BMW,5,2010,,0,auto,RWD,Space Gray Metallic,Black
1105,695865819,85453,Used 2007 BMW 530 i,6-Speed Automatic with Steptronic | RWD,8991,IL,BMW,5,2007,,0,auto,RWD,Gray,
1106,677863815,85500,Used 2009 BMW 528 i,6-Speed | RWD,10995,FL,BMW,5,2009,,0,,RWD,Bright White,
1107,696860003,85558,Used 2011 BMW 528 i,8-Speed Automatic | RWD,16450,TX,BMW,5,2011,,0,auto,RWD,Alpine White,Venetian Beige
1108,695913428,85770,Used 2007 BMW 525 i,6-Speed Automatic | RWD,10995,TX,BMW,5,2007,,0,auto,RWD,Silver,Gray
1109,695366903,85871,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,12895,IL,BMW,5,2010,,0,auto,AWD,Gray,Black
1110,700231612,86034,Used 2011 BMW 528 i,8-Speed Automatic | RWD,18599,NC,BMW,5,2011,,0,auto,RWD,Space Gray Metallic,Oyster / Black
1111,700026178,86101,Used 2010 BMW 528 i,6-Speed Automatic | RWD,13997,TX,BMW,5,2010,,0,auto,RWD,Blue,Tan
1112,699970799,86217,Used 2011 BMW 528 i,8-Speed Automatic | RWD,16991,TX,BMW,5,2011,,0,auto,RWD,Gray,Everest Gray
1113,698836068,86373,Used 2009 BMW 528 i,6-Speed Automatic | RWD,10988,TX,BMW,5,2009,,0,auto,RWD,White,Gray
1114,700548252,86681,Used 2014 BMW 528 i xDrive,8-Speed Automatic | AWD,23900,NJ,BMW,5,2014,,0,auto,AWD,White,Black
1115,697964626,86980,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,18985,IL,BMW,5,2013,,0,auto,AWD,Black,Tan
1116,696762014,87355,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,12682,CA,BMW,5,2009,,0,auto,AWD,Space Gray Metallic,Black
1117,693451695,87505,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15999,GA,BMW,5,2011,,0,auto,RWD,Space Gray Metallic,Tan
1118,690519797,87813,Used 2006 BMW 525 i,6-Speed Automatic | RWD,11950,FL,BMW,5,2006,,0,auto,RWD,White,Tan
1119,700174906,87897,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15998,TX,BMW,5,2011,,0,auto,RWD,Black Sapphire Metallic,Venetian Beige
1120,694022619,87993,Used 2014 BMW 528 i,8-Speed Automatic | RWD,19977,FL,BMW,5,2014,,0,auto,RWD,Black Sapphire Metallic,Black
1121,697532055,88162,Used 2013 BMW 528 i xDrive,8 speed automatic | AWD,18995,VA,BMW,5,2013,,0,auto,AWD,Green--Nav--Head Up,TAN
1122,694383501,88179,Used 2006 BMW 530 i,6-Speed Automatic with Steptronic | RWD,7987,UT,BMW,5,2006,,0,auto,RWD,Titanium Gray Metallic,Gray
1123,699077835,88399,Used 2012 BMW 528 i xDrive,8 speed automatic | AWD,16995,VA,BMW,5,2012,,0,auto,AWD,Black,BLACK
1124,696901478,88499,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,9500,PA,BMW,5,2007,,0,auto,AWD,Monaco Blue Metallic,Beige
1125,700558073,88873,Used 2012 BMW 528 i,8-Speed Automatic | RWD,16995,PA,BMW,5,2012,,0,auto,RWD,Gray,Black
1126,699797328,88889,Used 2011 BMW 528 i,8-Speed Automatic | RWD,14990,MD,BMW,5,2011,,0,auto,RWD,Carbon Black Metallic,Black
1127,699665547,89321,Used 2006 BMW 530 i,Automatic | RWD,9780,MD,BMW,5,2006,,0,auto,RWD,Mystic Blue Metallic,Beige Leather
1128,694478215,89415,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,12991,NC,BMW,5,2008,,0,auto,AWD,Black,Black
1129,696533405,89690,Used 2010 BMW 528 i,6-Speed Automatic | RWD,10995,OH,BMW,5,2010,,0,auto,RWD,Dark Blue,Black
1130,680408066,89702,Used 2011 BMW 528 i,8-Speed Automatic | RWD,16995,CA,BMW,5,2011,,0,auto,RWD,Space Gray Metallic,Black
1131,695285787,89804,Used 2009 BMW 528 i,RWD,9599,GA,BMW,5,2009,,0,,RWD,Jet Black,Cream
1132,694338175,89828,Used 2008 BMW 528 i,6-Speed Automatic | RWD,9455,FL,BMW,5,2008,,0,auto,RWD,Titanium Silver Metallic,Gray
1133,696657936,89882,Used 2012 BMW 528 i,8-Speed Automatic | RWD,15995,AZ,BMW,5,2012,,0,auto,RWD,Cashmere Silver Metallic,
1134,691404766,90000,Used 2007 BMW 530 xi,automatic | AWD,8990,VA,BMW,5,2007,,0,auto,AWD,Blue,gray
1135,688842037,90037,Used 2011 BMW 528 i,8-Speed Automatic | RWD,17900,OR,BMW,5,2011,,0,auto,RWD,Dark Graphite Metallic,Black
1136,699057538,90133,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,17995,OH,BMW,5,2013,,0,auto,AWD,Dark Graphite Metallic,Black
1137,695485088,90249,Used 2011 BMW 528 i,8 speed automatic | RWD,15999,TX,BMW,5,2011,,0,auto,RWD,White,OYSTER WHITE
1138,649371597,90407,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,10980,NY,BMW,5,2010,,0,auto,AWD,Silver,Black
1139,699744946,90433,Used 2002 BMW 530 i,5-Speed Automatic | RWD,5995,MA,BMW,5,2002,,0,auto,RWD,Gray,Gray
1140,699510279,90716,Used 2008 BMW 528 i,6-Speed Automatic | RWD,9299,CA,BMW,5,2008,,0,auto,RWD,Black,Black
1141,684227166,90958,Used 2013 BMW 528 i,8-Speed Automatic | RWD,16949,GA,BMW,5,2013,,0,auto,RWD,Space Gray Metallic,Everest Gray
1142,687386017,90958,Used 2013 BMW 528 i,8-Speed Automatic | RWD,16949,GA,BMW,5,2013,,0,auto,RWD,Space Gray Metallic,Everest Gray
1143,698177581,90963,Used 2010 BMW 528 i,6-Speed Automatic | RWD,13991,NC,BMW,5,2010,,0,auto,RWD,Black Sapphire Metallic,Cream
1144,695579043,91122,Used 2013 BMW 528 528i xDrive,Automatic | AWD,16985,IL,BMW,5,2013,,0,auto,AWD,Dark Graphite Metallic Ii,Oyster/Black
1145,696846663,91149,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15995,IN,BMW,5,2011,,0,auto,RWD,White,
1146,694753326,91176,Used 2014 BMW 528 i,8-Speed Automatic | RWD,20999,GA,BMW,5,2014,,0,auto,RWD,Black,Black
1147,692678284,91333,Used 2007 BMW 525 i,6-Speed Manual | RWD,8990,OH,BMW,5,2007,,0,manual,RWD,Green,Tan
1148,700545529,91564,Used 2003 BMW 525 i,6-Speed Automatic | AWD,9999,AZ,BMW,5,2003,,0,auto,AWD,Black,Black
1149,699323172,91796,Used 2007 BMW 525 xi,6-Speed Automatic | AWD,9944,NE,BMW,5,2007,,0,auto,AWD,Alpine White,Beige
1150,699625838,92109,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,15890,NY,BMW,5,2012,,0,auto,AWD,Blue,White
1151,698664222,92224,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,16995,IN,BMW,5,2012,,0,auto,AWD,Black,Black
1152,695364209,92440,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,14499,GA,BMW,5,2012,,0,auto,AWD,Black,Black
1153,659252256,92461,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,14980,NY,BMW,5,2012,,0,auto,AWD,Black,Black
1154,693131880,92498,Used 2009 BMW 528 i,automatic | RWD,9950,CA,BMW,5,2009,,0,auto,RWD,Silver,grey
1155,697440401,92609,Used 2011 BMW 528 i,8-Speed Automatic | RWD,17999,NJ,BMW,5,2011,,0,auto,RWD,Alpine White,Venetian Beige
1156,697451715,92609,Used 2011 BMW 528 i,8-Speed Automatic | RWD,17999,NJ,BMW,5,2011,,0,auto,RWD,Alpine White,Venetian Beige
1157,693766366,92832,Used 2007 BMW 530 i,Automatic | RWD,9975,ID,BMW,5,2007,,0,auto,RWD,Titanium Gray Metallic,Gray
1158,695264320,92893,Used 2007 BMW 530 xi,Automatic ALL WHEEL DRIVE! | AWD,10995,WA,BMW,5,2007,,0,auto,AWD,Black,Gray
1159,693360515,92972,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,12999,NJ,BMW,5,2010,,0,auto,AWD,Black Sapphire Metallic,Black
1160,694542529,93017,Used 2013 BMW 528 i,8-Speed Automatic | RWD,16998,TX,BMW,5,2013,,0,auto,RWD,Alpine White,Venetian Beige
1161,129395990,93099,Used 2006 BMW 530 xiT,6-Speed Automatic | AWD,9998,NY,BMW,5,2006,,0,auto,AWD,Gray,Gray
1162,677298332,93241,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,10996,CT,BMW,5,2007,,0,auto,AWD,Blue,Tan
1163,660110488,93377,Used 2005 BMW 530 i,Automatic | RWD,9495,FL,BMW,5,2005,,0,auto,RWD,Black,Black
1164,700060410,93382,Used 2014 BMW 528 i xDrive,8-Speed Automatic | AWD,21995,IL,BMW,5,2014,,0,auto,AWD,Blue,Beige
1165,699063441,93589,Used 2007 BMW 525 i,6-Speed Automatic | RWD,9217,VA,BMW,5,2007,,0,auto,RWD,Titanium Gray Metallic,
1166,682689968,93596,Used 2008 BMW 528 i,6-Speed Automatic | RWD,7980,NY,BMW,5,2008,,0,auto,RWD,Blue,Tan
1167,700332701,93842,Used 2008 BMW 528 i,6-Speed Automatic | RWD,10495,NJ,BMW,5,2008,,0,auto,RWD,Alpine White,Beige
1168,695906263,94000,Used 2010 BMW 528 i,6-Speed Automatic | RWD,10500,GA,BMW,5,2010,,0,auto,RWD,Silver,Gray
1169,699739886,94230,Used 2011 BMW 528 i,8-Speed Automatic | RWD,16995,NC,BMW,5,2011,,0,auto,RWD,Brown,Beige
1170,682316878,94482,Used 2007 BMW 530 i,Automatic | RWD,8450,TX,BMW,5,2007,,0,auto,RWD,Silver,Gray
1171,692091281,94545,Used 2012 BMW 528 i xDrive,8-Speed Automatic | AWD,15990,NJ,BMW,5,2012,,0,auto,AWD,Space Gray Metallic,Black
1172,699594278,94889,Used 2010 BMW 528 i,6-Speed Automatic | RWD,12783,NJ,BMW,5,2010,,0,auto,RWD,Monaco Blue Metallic,Cream
1173,694085398,94953,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,10988,WA,BMW,5,2008,,0,auto,AWD,Space Gray Metallic,Black
1174,677883611,95003,Used 2011 BMW 528 i,8-Speed Automatic | RWD,13690,FL,BMW,5,2011,,0,auto,RWD,Space Gray Metallic,Venetian Beige
1175,682057579,95304,Used 2013 BMW 528 i,8-Speed Automatic | RWD,15790,MA,BMW,5,2013,,0,auto,RWD,White,Black
1176,688375226,95363,Used 2007 BMW 525 i,6-Speed Automatic | RWD,9991,NC,BMW,5,2007,,0,auto,RWD,Blue,Tan
1177,700650254,95414,Used 2010 BMW 528 i,6-Speed Automatic | RWD,13900,AL,BMW,5,2010,,0,auto,RWD,Alpine White,Black
1178,694824597,95417,Used 2009 BMW 528 i,6-Speed Automatic | RWD,11988,TN,BMW,5,2009,,0,auto,RWD,White,Tan
1179,697507323,95601,Used 2006 BMW 525 xi,6-Speed Automatic | AWD,8790,IL,BMW,5,2006,,0,auto,AWD,Blue,Beige
1180,700380642,95722,Used 2008 BMW 528 i,6-Speed Automatic | RWD,10494,NV,BMW,5,2008,,0,auto,RWD,Titanium Silver Metallic,Black
1181,698716612,95738,Used 2011 BMW 528 i,8-Speed Automatic | RWD,14425,TX,BMW,5,2011,,0,auto,RWD,Gray,Ivory White
1182,697788431,95877,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,16995,KY,BMW,5,2013,,0,auto,AWD,Silver,Black
1183,692464272,95919,Used 2008 BMW 528 xi,6-Speed | AWD,11487,WI,BMW,5,2008,,0,,AWD,Titanium Silver Metallic,Black
1184,698706214,96255,Used 2014 BMW 528 i xDrive,8-Speed Automatic | AWD,16995,NY,BMW,5,2014,,0,auto,AWD,Black,Tan
1185,697293348,96480,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11412,TX,BMW,5,2010,,0,auto,AWD,Alpine White,Black
1186,698429012,96641,Used 2007 BMW 530 i,6-Speed Automatic with Steptronic | RWD,9700,CA,BMW,5,2007,,0,auto,RWD,Black,Black
1187,696388733,96649,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,9995,OH,BMW,5,2008,,0,auto,AWD,Silver,Black
1188,692561919,96750,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11790,IL,BMW,5,2010,,0,auto,AWD,Gray,Gray
1189,692804343,96754,Used 2013 BMW 528 i,8-Speed Automatic | RWD,15980,NY,BMW,5,2013,,0,auto,RWD,White,Black
1190,700023241,96768,Used 2005 BMW 530 i,Automatic | RWD,8995,CA,BMW,5,2005,,0,auto,RWD,Silver,Gray
1191,693418469,96836,Used 2006 BMW 530 i,6-Speed Automatic | RWD,10800,CA,BMW,5,2006,,0,auto,RWD,Silver,Black
1192,682359969,96950,Used 2006 BMW 525 xi,6-Speed Automatic | AWD,10950,CT,BMW,5,2006,,0,auto,AWD,Black,Black
1193,699954722,96985,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,12990,MN,BMW,5,2010,,0,auto,AWD,Space Gray Metallic,Black
1194,700478162,97160,Used 2011 BMW 528 i,8-Speed Automatic | RWD,14995,CA,BMW,5,2011,,0,auto,RWD,Gray,Black
1195,698347371,97289,Used 2008 BMW 528 i,6-Speed Automatic | RWD,10879,IN,BMW,5,2008,,0,auto,RWD,Blue,Beige
1196,692072360,97293,Used 2010 BMW 528 i,6-Speed Automatic | RWD,11899,TX,BMW,5,2010,,0,auto,RWD,Space Gray Metallic,Black
1197,694102051,97509,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,8495,MO,BMW,5,2009,,0,auto,AWD,Black,Tan
1198,699246028,97711,Used 2009 BMW 528 i,6-Speed Automatic | RWD,10555,FL,BMW,5,2009,,0,auto,RWD,Jet Black,Beige
1199,698756167,97877,Used 2011 BMW 528 i,8-Speed Automatic | RWD,12999,FL,BMW,5,2011,,0,auto,RWD,Cashmere Silver Metallic,Black
1200,698929370,97900,Used 2011 BMW 528 i,8-Speed Automatic | RWD,14997,GA,BMW,5,2011,,0,auto,RWD,Gray,Cinnamon Brown
1201,696661871,98012,Used 2010 BMW 528 i,6-Speed Automatic | RWD,10990,FL,BMW,5,2010,,0,auto,RWD,Jet Black,Beige
1202,700508784,98024,Used 2010 BMW 528 i,6-Speed Automatic | RWD,11988,CA,BMW,5,2010,,0,auto,RWD,Gold,
1203,699947286,98100,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,9995,CT,BMW,5,2009,,0,auto,AWD,Black,Tan
1204,698293466,98147,Used 2002 BMW 525 i,5-Speed Automatic | RWD,6990,MA,BMW,5,2002,,0,auto,RWD,Kalahari Beige Metallic,Sand
1205,681428626,98240,Used 2006 BMW 525 i,6-Speed Automatic | RWD,8900,AL,BMW,5,2006,,0,auto,RWD,Titanium Gray Metallic,Black
1206,699277217,98964,Used 2005 BMW 530 i,6-Speed Automatic | RWD,8216,MN,BMW,5,2005,,0,auto,RWD,Black Sapphire Metallic,Beige
1207,680607418,98990,Used 2006 BMW 530 xiT,6-Speed Automatic | AWD,10999,MN,BMW,5,2006,,0,auto,AWD,Black,Black
1208,700191420,99135,Used 2005 BMW 525 i,6-Speed Automatic | RWD,5500,NJ,BMW,5,2005,,0,auto,RWD,Titanium Silver Metallic,Black
1209,685951901,99629,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,12777,VA,BMW,5,2010,,0,auto,AWD,Gray,Black
1210,676601257,99674,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15995,NC,BMW,5,2011,,0,auto,RWD,Space Gray Metallic,Black
1211,673746437,99914,Used 2004 BMW 530 i,Automatic | RWD,7498,TN,BMW,5,2004,,0,auto,RWD,Olive Green Metallic,Tan
1212,653248880,99922,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,7999,CT,BMW,5,2007,,0,auto,AWD,Black Sapphire Metallic,Beige
1213,690720584,99995,Used 2008 BMW 528 i,6-Speed Automatic | RWD,8999,NY,BMW,5,2008,,0,auto,RWD,Gray,Black
1214,680371985,100079,Used 2011 BMW 528 i,8-Speed Automatic | RWD,15995,OH,BMW,5,2011,,0,auto,RWD,Unspecified,
1215,697397851,100086,Used 2008 BMW 528 i,6-Speed Automatic | RWD,6997,FL,BMW,5,2008,,0,auto,RWD,Black,Black
1216,684416594,100239,Used 2003 BMW 530 i,5-Speed Automatic | RWD,9999,CA,BMW,5,2003,,0,auto,RWD,Black,Black
1217,696141283,100541,Used 2004 BMW 525 i,Automatic | RWD,7995,VA,BMW,5,2004,,0,auto,RWD,Silver,Grey
1218,640563975,100993,Used 2006 BMW 530 i,Tiptronic | RWD,10999,CA,BMW,5,2006,,0,,RWD,Monaco Blue Metallic,Gray
1219,693204086,101179,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,9999,NJ,BMW,5,2008,,0,auto,AWD,Gray,Black
1220,692162717,101420,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,9955,VA,BMW,5,2008,,0,auto,AWD,Gray,Black
1221,700304480,101422,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,17995,OH,BMW,5,2013,,0,auto,AWD,Gray,Brown
1222,642832135,101575,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,10499,PA,BMW,5,2007,,0,auto,AWD,Deep Green Metallic,Black
1223,688036420,101594,Used 2004 BMW 530 i,Automatic | RWD,6500,VA,BMW,5,2004,,0,auto,RWD,Titanium Silver Metallic,Grey
1224,699714912,101686,Used 2012 BMW 528 i,8-Speed Automatic | RWD,16981,TX,BMW,5,2012,,0,auto,RWD,Black Sapphire Metallic,Venetian Beige
1225,700546649,101696,Used 2011 BMW 528 i,8-Speed Automatic | RWD,14995,FL,BMW,5,2011,,0,auto,RWD,Black,Brown
1226,700612267,101712,Used 2009 BMW 528 i,6-Speed Automatic | RWD,9995,IL,BMW,5,2009,,0,auto,RWD,Black,Black
1227,696243580,101895,Used 2009 BMW 528 i,6-Speed Automatic | RWD,12991,NC,BMW,5,2009,,0,auto,RWD,Jet Black,Beige
1228,697362674,101955,Used 2010 BMW 528 i,RWD,11000,NJ,BMW,5,2010,,0,,RWD,Black,
1229,699199103,102006,Used 2007 BMW 530 i,Automatic | RWD,9981,CA,BMW,5,2007,,0,auto,RWD,Black,Black
1230,688714042,102280,Used 2007 BMW 525 xi,6-Speed Automatic | AWD,9998,WA,BMW,5,2007,,0,auto,AWD,Titanium Silver Metallic,Black
1231,697745942,102454,Used 2009 BMW 528 i,6-Speed Automatic | RWD,9485,CA,BMW,5,2009,,0,auto,RWD,Space Gray Metallic,Gray
1232,698959127,102988,Used 2004 BMW 530 i,6-Speed Manual | RWD,8495,MA,BMW,5,2004,,0,manual,RWD,Gray,Tan
1233,688119303,103000,Used 2008 BMW 528 i,6-Speed Automatic | RWD,10900,FL,BMW,5,2008,,0,auto,RWD,Silver,Black
1234,690731838,103131,Used 2007 BMW 525 i,6-Speed Automatic | RWD,10995,TX,BMW,5,2007,,0,auto,RWD,Black,
1235,635494710,103136,Used 2010 BMW 528 i,6-Speed Automatic | RWD,9980,NY,BMW,5,2010,,0,auto,RWD,Jet Black,Black
1236,700489305,103426,Used 2009 BMW 528 528i,6-Speed Automatic | RWD,11950,PA,BMW,5,2009,,0,auto,RWD,Jet Black,Natural Brown
1237,696036148,103629,Used 2008 BMW 528 i,6-Speed Automatic | RWD,8850,NC,BMW,5,2008,,0,auto,RWD,Titanium Silver Metallic,Black
1238,683248196,103702,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,10977,IL,BMW,5,2009,,0,auto,AWD,Monaco Blue Metallic,Beige
1239,670627938,104344,Used 2013 BMW 528 i xDrive,8-Speed Automatic | AWD,14980,NY,BMW,5,2013,,0,auto,AWD,Black,Black
1240,676570297,104355,Used 2007 BMW 525 i,6-Speed Automatic | RWD,6998,IL,BMW,5,2007,,0,auto,RWD,Gray,Black
1241,700544606,104694,Used 2006 BMW 530 xiT,6-Speed Automatic | AWD,11995,OR,BMW,5,2006,,0,auto,AWD,Gold,Tan
1242,697916067,104880,Used 2008 BMW 528 i,RWD,8495,VA,BMW,5,2008,,0,,RWD,Gray,Silver
1243,700704829,105351,Used 2007 BMW 530 xi,6-Speed Automatic | AWD,7245,NH,BMW,5,2007,,0,auto,AWD,Gray,
1244,697207874,105427,Used 2012 BMW 528 i,8-Speed Automatic | RWD,16495,TX,BMW,5,2012,,0,auto,RWD,White,
1245,680855049,105608,Used 2010 BMW 528 i,6-Speed Automatic | RWD,11995,IN,BMW,5,2010,,0,auto,RWD,Gray,
1246,694424737,105990,Used 2010 BMW 528 i,6-Speed Automatic | RWD,12494,IN,BMW,5,2010,,0,auto,RWD,Black,Natural Brown
1247,700304612,106795,Used 2010 BMW 528 i,6-Speed Automatic | RWD,9995,PA,BMW,5,2010,,0,auto,RWD,Black,Black
1248,690784174,106816,Used 2005 BMW 530 i,Automatic | RWD,8499,TN,BMW,5,2005,,0,auto,RWD,Amethyst Gray Metallic,Black
1249,697246244,106831,Used 2007 BMW 530 xiT,6-Speed Automatic | AWD,9983,CA,BMW,5,2007,,0,auto,AWD,Gray,Gray
1250,676220948,106854,Used 2004 BMW 530 i,6-Speed Automatic | RWD,7999,WI,BMW,5,2004,,0,auto,RWD,Gray,Black
1251,700672895,107000,Used 2010 BMW 528 i,6-Speed Automatic | RWD,9850,TX,BMW,5,2010,,0,auto,RWD,Blue,Tan
1252,690530863,107123,Used 2008 BMW 528 i,6-Speed Automatic | RWD,9900,TX,BMW,5,2008,,0,auto,RWD,Platinum Gray Metallic,Gray
1253,697589962,107150,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,12958,NJ,BMW,5,2010,,0,auto,AWD,Titanium Silver Metallic,Black
1254,700203635,107345,Used 2006 BMW 530 i,6-Speed Automatic | RWD,8499,WI,BMW,5,2006,,0,auto,RWD,Silver,Black
1255,683111789,107434,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11588,NV,BMW,5,2010,,0,auto,AWD,Deep Sea Blue Metallic,Black
1256,682387870,107621,Used 2010 BMW 528 i xDrive,AWD,9000,NJ,BMW,5,2010,,0,,AWD,Space Gray Metallic,Gray
1257,682370652,107621,Used 2010 BMW 528 i xDrive,AWD,9000,NJ,BMW,5,2010,,0,,AWD,Space Gray Metallic,Gray
1258,698057053,107650,Used 2010 BMW 528 i xDrive,AWD,12232,MD,BMW,5,2010,,0,,AWD,Blue,
1259,691648959,107660,Used 2010 BMW 528 i xDrive,6-Speed Automatic | AWD,11495,MA,BMW,5,2010,,0,auto,AWD,Blue,White
1260,697325392,107946,Used 2004 BMW 525 i,6-Speed Automatic | RWD,5995,PA,BMW,5,2004,,0,auto,RWD,White,Beige
1261,700264741,108100,Used 2007 BMW 530 i,Automatic | RWD,10000,VA,BMW,5,2007,,0,auto,RWD,Blue,Gray
1262,686567466,108676,Used 2014 BMW 528 i xDrive,8-Speed Automatic | AWD,16987,VA,BMW,5,2014,,0,auto,AWD,Black,Cinnamon Brown
1263,699449198,108829,Used 2009 BMW 528 i xDrive,6-Speed Automatic | AWD,9990,IL,BMW,5,2009,,0,auto,AWD,Blue,Beige
1264,699609393,108864,Used 2012 BMW 528 i,8-Speed Automatic | RWD,16997,TX,BMW,5,2012,,0,auto,RWD,Black,Tan
1265,698061837,109510,Used 2003 BMW 525 i,5-Speed Automatic | RWD,5999,TN,BMW,5,2003,,0,auto,RWD,Silver,Gray
1266,698697135,109918,Used 2005 BMW 530 i,6-Speed Automatic with Overdrive and Steptronic | RWD,7896,NC,BMW,5,2005,,0,auto,RWD,Oxford Green Metallic,Auburn
1267,698594923,110016,Used 2008 BMW 528 xi,6-Speed Automatic | AWD,12791,MO,BMW,5,2008,,0,auto,AWD,Jet Black,Cream
