,id,miles,price,state,brand,model,year,capacity,Certified,gearbox,dwheel,ext,int,name,powertrain
8557,700552008,20391,28500,TX,Benz,C,2015,,0,auto,RWD,Off White,Beige,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8558,700108613,20391,28500,PA,Benz,C,2015,,0,auto,RWD,Off White,Beige,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8559,700062312,20391,28500,TX,Benz,C,2015,,0,auto,RWD,Off White,Beige,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8560,694369978,25795,28500,TX,Benz,C,2016,,0,auto,RWD,Black,Beige,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8561,694371239,30091,28500,MI,Benz,C,2015,,0,auto,AWD,Polar White,Black,Used 2015 Mercedes-Benz C300 4MATIC Sport,7-Speed Automatic | AWD
8562,700035994,31729,28500,AZ,Benz,C,2015,,0,auto,AWD,Diamond Silver Metallic,Crystal Gray,Used 2015 Mercedes-Benz,7-Speed Automatic | AWD
8563,699305556,44785,28500,TX,Benz,C,2015,,0,auto,AWD,Iridium Silver,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8564,694239761,7000,28499,NJ,Benz,C,2014,,1,auto,AWD,Magnetite Black Metallic,Almond/Beige,Certified 2014 Mercedes-Benz 4dr Sdn C300 Luxury 4MATIC,7-Speed Automatic w/OD | AWD
8565,690990735,13993,28499,NJ,Benz,C,2014,,1,auto,AWD,Steel Gray Metallic,Black,Certified 2014 Mercedes-Benz 4dr Sdn C300 Luxury 4MATIC,7-Speed Automatic w/OD | AWD
8566,698771832,17369,28499,GA,Benz,C,2016,,0,auto,RWD,Black,,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8567,698455617,18170,28499,WA,Benz,C,2014,,1,auto,AWD,Polar White,Black,Certified 2014 Mercedes-Benz C300 4MATIC Sport,7-Speed Automatic | AWD
8568,696426570,24000,28499,NJ,Benz,C,2014,,1,auto,AWD,Black,Black,Certified 2014 Mercedes-Benz 4dr Sdn C300 Sport 4MATIC,7-Speed Automatic w/OD | AWD
8569,690151939,25410,28499,NJ,Benz,C,2014,,1,auto,AWD,Steel Gray Metallic,Almond/Beige,Certified 2014 Mercedes-Benz 4dr Sdn C300 Sport 4MATIC,7-Speed Automatic w/OD | AWD
8570,696861255,27213,28499,GA,Benz,C,2015,,0,auto,AWD,Polar White,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8571,699652669,29999,28499,NJ,Benz,C,2014,,1,auto,AWD,Polar White,Black,Certified 2014 Mercedes-Benz 4dr Sdn C 300 Luxury 4MATIC,7-Speed Automatic w/OD | AWD
8572,693666263,36031,28499,NJ,Benz,C,2014,,1,auto,AWD,Black,Black,Certified 2014 Mercedes-Benz 4dr Sdn C300 Sport 4MATIC,7-Speed Automatic w/OD | AWD
8573,680894161,12954,28495,NY,Benz,C,2015,,0,auto,RWD,Polar White,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8574,699980341,17862,28495,VA,Benz,C,2014,,1,auto,AWD,Black,Almond Mb-Tex,Certified 2014 Mercedes-Benz C300W4,7-SPEED A/T | 4MATIC-&lt;
8575,698924848,28043,28495,RI,Benz,C,2014,,1,auto,AWD,Diamond White Metallic,Black,Certified 2014 Mercedes-Benz C350 4MATIC Sport,7-Speed Automatic | AWD
8576,700530781,14130,28491,GA,Benz,C,2016,,0,auto,RWD,Black,Black,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8577,698709893,21650,28491,GA,Benz,C,2016,,0,auto,RWD,Polar White,Beige,Used 2016 Mercedes-Benz,7-Speed Automatic | RWD
8578,687554203,20229,28490,OH,Benz,C,2016,,0,auto,RWD,Black,Beige,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8579,699638548,29825,28488,CA,Benz,C,2015,,0,auto,RWD,Lunar Blue Metallic,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8580,698384889,30011,28488,NC,Benz,C,2015,,0,auto,AWD,Black,Black,Used 2015 Mercedes-Benz C300 4MATIC,7-Speed Automatic | AWD
8581,699937579,30945,28480,AZ,Benz,C,2015,,0,auto,AWD,Black,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8582,699830690,46094,28469,TX,Benz,C,2014,,1,auto,RWD,Black,Black,Certified 2014 Mercedes-Benz C350 Sport,7-Speed Automatic | RWD
8583,697941471,26540,28467,FL,Benz,C,2016,,0,auto,RWD,Polar White,Black,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8584,698922984,10757,28465,TX,Benz,C,2013,,1,auto,RWD,Black,Black,Certified 2013 Mercedes-Benz C250,Automatic | RWD
8585,687497663,22392,28450,AL,Benz,C,2015,,0,auto,AWD,Obsidian Black Metallic,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8586,699494343,25165,28441,NC,Benz,C,2016,,0,auto,RWD,Polar White,Black,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8587,699088388,29565,28431,CA,Benz,C,2015,,0,auto,AWD,Polar White,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8588,698032516,35971,28428,AZ,Benz,C,2015,,0,auto,RWD,Black,,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8589,694735287,16650,28400,CA,Benz,C,2015,,0,auto,RWD,Black,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8590,696437013,17448,28400,FL,Benz,C,2014,,1,auto,AWD,Silver,,Certified 2014 Mercedes-Benz C300 4MATIC Sport,Silver (ext)
8591,700510016,43677,28390,TX,Benz,C,2015,,0,auto,AWD,Polar White,Silk Beige,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8592,698928813,52978,28353,CA,Benz,C,2015,,0,auto,AWD,White,Black,Used 2015 Mercedes-Benz C300 Sport,7-Speed Automatic | AWD
8593,697178362,40761,28298,CA,Benz,C,2015,,0,auto,AWD,Iridium Silver Metallic,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8594,699699497,47592,28295,PA,Benz,C,2015,,0,auto,AWD,Polar White,Black,Used 2015 Mercedes-Benz C300 4MATIC,7-Speed Automatic | AWD
8595,696773768,29210,28270,CA,Benz,C,2016,,0,auto,RWD,Polar White,Silk Beige,Used 2016 Mercedes-Benz C300,7-Speed Automatic w/OD | RWD
8596,679371180,6017,28250,NJ,Benz,C,2013,,0,auto,AWD,Black,Black,Used 2013 Mercedes-Benz,7-Speed Automatic | AWD
8597,697946143,35502,28250,GA,Benz,C,2015,,0,auto,AWD,Black,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8598,697947203,30756,28245,VA,Benz,C,2014,,1,auto,AWD,Mars Red,Black,Certified 2014 Mercedes-Benz C300 4MATIC Sport,7-Speed Automatic | AWD
8599,698643702,24279,28235,VA,Benz,C,2014,,1,auto,AWD,Diamond Silver,Almond,Certified 2014 Mercedes-Benz C300 4MATIC Sport,7-Speed Automatic | AWD
8600,687363919,19115,28169,ME,Benz,C,2014,,1,auto,AWD,Black,Black Mb Tex,Certified 2014 Mercedes-Benz C300W4,7-SPEED AUTOMATIC | ALL-WHEEL DRIVE
8601,694021826,17651,28121,OK,Benz,C,2015,,0,auto,AWD,Polar White,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8602,687571901,25116,28113,ME,Benz,C,2014,,1,auto,AWD,Palladium Silver,Black Mb Tex,Certified 2014 Mercedes-Benz C300W4,7-SPEED AUTOMATIC | ALL-WHEEL DRIVE
8603,698606627,12231,28000,GA,Benz,C,2015,,0,auto,RWD,White,Black,Used 2015 Mercedes-Benz C300,White (ext) | Black (int)
8604,700110617,15662,27999,MD,Benz,C,2014,,1,auto,AWD,Polar White,Almond,Certified 2014 Mercedes-Benz C 300 4MATIC,7-Speed Automatic | AWD
8605,687824095,19011,27999,GA,Benz,C,2015,,0,auto,AWD,White,Crystal Gray,Used 2015 Mercedes-Benz C300 4MATIC,7-Speed Automatic | AWD
8606,694148624,19673,27999,GA,Benz,C,2015,,0,auto,AWD,Silver,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8607,694148569,22534,27999,GA,Benz,C,2015,,0,auto,AWD,Brown,Beige,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8608,694928203,22866,27999,GA,Benz,C,2015,,1,auto,RWD,Black,Black,Certified 2015 Mercedes-Benz C250,7-Speed Automatic | RWD
8609,697062100,23287,27999,FL,Benz,C,2016,,0,auto,RWD,Black,Silk Beige,Used 2016 Mercedes-Benz C300,7-Speed Automatic | RWD
8610,692015971,26900,27999,FL,Benz,C,2015,,0,auto,AWD,Palladium Silver Metallic,Almond,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8611,700303752,27000,27999,NJ,Benz,C,2013,,1,auto,AWD,Mars Red,Black,Certified 2013 Mercedes-Benz 4 DOOR,7-Speed Automatic | AWD
8612,696881009,30126,27999,FL,Benz,C,2015,,0,auto,RWD,Diamond Silver Metallic,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | RWD
8613,698603307,31248,27999,GA,Benz,C,2015,,0,auto,AWD,Diamond White Metallic,Black,Used 2015 Mercedes-Benz C300 4MATIC,7-Speed Automatic | AWD
8614,693636080,37380,27999,TX,Benz,C,2015,,0,auto,AWD,Black,Black,Used 2015 Mercedes-Benz C300,7-Speed Automatic | AWD
8615,696739616,42200,27999,TN,Benz,C,2014,,0,auto,RWD,Black,Black,Used 2014 Mercedes-Benz C350 Sport,7-Speed Automatic | RWD
