,id,miles,price,state,brand,model,year,capacity,Certified,gearbox,dwheel,ext,int,name,powertrain
761,694280262,54656,22581,IL,Audi,A6,2012,3.0,0,auto,AWD,Brilliant Black,,Used 2012 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
762,700229822,54724,29999,CT,Audi,A6,2014,3.0,0,auto,AWD,Gray,Black,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
763,687947874,54823,23000,GA,Audi,A6,2013,2.0,0,auto,FWD,Aviator Blue Metallic,Velvet Beige,Used 2013 Audi A6 2.0T Premium Plus,Automatic CVT | FWD
764,697128959,54871,28800,IL,Audi,A6,2013,3.0,0,auto,AWD,Ice Silver Metallic,Black,Used 2013 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
765,690105208,54878,26911,OH,Audi,A6,2014,2.0,0,auto,AWD,Black,,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
766,690588063,54977,25849,NJ,Audi,A6,2014,2.0,0,auto,AWD,Glacier White Metallic,Nougat Brown,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
767,698827581,55127,26270,AZ,Audi,A6,2013,3.0,0,auto,AWD,Brilliant Black,Black,Used 2013 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
768,695965197,55206,17990,PA,Audi,A6,2010,3.0,0,auto,AWD,Black,Black,Used 2010 Audi A6 3.0 Premium Plus quattro,6-Speed Automatic | AWD
769,698730109,55287,27987,VA,Audi,A6,2014,3.0,0,auto,AWD,Brilliant Black,Black,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
770,699192304,55366,31995,NY,Audi,A6,2013,3.0,0,auto,AWD,Silver,Titanium Gray,Used 2013 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
771,680039274,55470,24995,IL,Audi,A6,2013,3.0,0,auto,AWD,Blue,Black,Used 2013 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
772,698072497,55539,25596,NJ,Audi,A6,2014,2.0,0,auto,AWD,Havanna Black Metallic,Velvet Beige,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
773,692211141,55570,19898,CA,Audi,A6,2011,3.0,0,auto,AWD,Silver,Light Gray,Used 2011 Audi A6 3.0 Premium Plus quattro,6-Speed Automatic | AWD
774,699974315,55598,22890,MD,Audi,A6,2013,2.0,0,auto,AWD,White,,Used 2013 Audi A6 2.0T Premium quattro,8-Speed Automatic | AWD
775,700760120,55649,22998,GA,Audi,A6,2013,2.0,0,auto,FWD,White,Velvet Beige,Used 2013 Audi A6 2.0T Premium Plus,Automatic CVT | FWD
776,697673856,55679,29588,TX,Audi,A6,2013,3.0,0,auto,AWD,Glacier White Metallic,Black,Used 2013 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
777,694310527,55931,28250,NC,Audi,A6,2015,2.0,0,auto,AWD,Black,Black,Used 2015 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
778,693825680,56056,30995,WA,Audi,A6,2014,3.0,0,auto,AWD,Black,Black,Used 2014 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
779,696974091,56070,23983,NC,Audi,A6,2014,2.0,0,auto,AWD,Glacier White Metallic,Velvet Beige,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
780,695748080,56326,29948,GA,Audi,A6,2014,3.0,0,auto,AWD,Aviator Blue Metallic,Black,Used 2014 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
781,699301453,56474,23534,NC,Audi,A6,2013,2.0,0,auto,AWD,Quartz Gray Metallic,Black,Used 2013 Audi A6 2.0T Premium Plus,8-Speed Automatic | AWD
782,699011367,56697,21912,ID,Audi,A6,2011,3.0,0,auto,AWD,Ibis White,,Used 2011 Audi A6 3.0 Premium quattro,6-Speed Automatic | AWD
783,669691619,56844,25988,IL,Audi,A6,2012,3.0,0,auto,AWD,Brown,Black,Used 2012 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
784,697252933,57043,12990,CT,Audi,A6,2007,3.2,0,auto,AWD,Quartz Gray Metallic,Ebony,Used 2007 Audi A6 3.2 Avant quattro,6-Speed Automatic | AWD
785,690664555,57164,25994,IL,Audi,A6,2014,2.0,0,auto,AWD,Glacier White Metallic,Velvet Beige,Used 2014 Audi A6 2.0T Premium Plus quattro,Glacier White Metallic (ext) | Velvet Beige (int)
786,699803770,57700,21249,MO,Audi,A6,2012,2.0,0,auto,FWD,Black,,Used 2012 Audi A6 2.0T Premium,Automatic CVT | FWD
787,695829712,57909,29996,NY,Audi,A6,2014,3.0,0,auto,AWD,Phantom Black Pearl,Black,Used 2014 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
788,693230248,58046,25995,NC,Audi,A6,2014,3.0,0,auto,AWD,Phantom Black Pearl,Black,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
789,695667091,58269,12999,FL,Audi,A6,2010,3.2,0,auto,FWD,Ibis White,Black,Used 2010 Audi A6 3.2 Premium,Automatic CVT | FWD
790,694025462,58816,19999,FL,Audi,A6,2013,2.0,0,auto,AWD,Moonlight Blue Metallic,Velvet Beige,Used 2013 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
791,696657388,59002,28250,NC,Audi,A6,2013,3.0,0,auto,AWD,Black,Black,Used 2013 Audi A6 3.0T Prestige,8-Speed Automatic | AWD
792,689072353,59127,27980,IL,Audi,A6,2014,3.0,0,auto,AWD,Brilliant Black,Black,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
793,699701573,59417,22987,GA,Audi,A6,2014,2.0,0,auto,FWD,White,BROWN LEATHER,Used 2014 Audi A6 2.0T Premium,continuously variable automatic | FWD
794,688826246,59621,24495,OH,Audi,A6,2013,2.0,0,auto,AWD,Blue,,Used 2013 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
795,697282921,59660,22997,CA,Audi,A6,2013,2.0,0,auto,AWD,Blue,,Used 2013 Audi A6 2.0T Premium quattro,8-Speed Automatic | AWD
796,692695451,59730,23500,RI,Audi,A6,2012,3.0,0,auto,AWD,Havanna Black Metallic,Black,Used 2012 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
797,698475913,59798,25982,MD,Audi,A6,2014,2.0,1,auto,AWD,Phantom Black Pearl,Nougat Brown,Certified 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
798,698805821,59988,20700,OH,Audi,A6,2012,3.0,0,auto,AWD,Quartz Gray Metallic,Titanium Gray,Used 2012 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
799,696656964,60127,18399,FL,Audi,A6,2013,2.0,0,auto,FWD,Dakota Gray Metallic,Titanium Gray,Used 2013 Audi A6 2.0T Premium,Automatic CVT | FWD
800,690162814,60135,29995,UT,Audi,A6,2014,2.0,0,auto,AWD,Black,Black,Used 2014 Audi A6 2.0T Premium quattro,Black (ext) | Black (int)
801,698216708,60874,30780,TX,Audi,A6,2014,3.0,0,auto,AWD,Blue,Titanium Gray,Used 2014 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
802,691627639,60984,25995,IL,Audi,A6,2013,3.0,0,auto,AWD,Glacier White Metallic,Velvet Beige,Used 2013 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
803,697219068,61210,25599,NC,Audi,A6,2013,3.0,0,auto,AWD,Ice Silver Metallic,Black,Used 2013 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
804,678323509,61358,23000,GA,Audi,A6,2014,2.0,0,auto,AWD,White,Velvet Beige,Used 2014 Audi A6 2.0T Premium quattro,8-Speed Automatic | AWD
805,697631162,61522,21990,PA,Audi,A6,2012,3.0,0,auto,AWD,Black,Velvet Beige,Used 2012 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
806,699839861,62275,37998,ID,Audi,A6,2014,3.0,0,auto,AWD,Black,Nougat Brown,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
807,697914486,62547,20574,IN,Audi,A6,2012,2.0,0,auto,FWD,White,,Used 2012 Audi A6 2.0T Premium Plus,Automatic CVT | FWD
808,699683234,63040,26000,MO,Audi,A6,2013,3.0,0,auto,AWD,Quartz Gray Metallic,Velvet Beige,Used 2013 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
809,697346566,63052,19485,OH,Audi,A6,2013,2.0,0,auto,AWD,Brilliant Black,Black,Used 2013 Audi A6 2.0T Premium quattro,8-Speed Automatic | AWD
810,696955102,63193,21999,FL,Audi,A6,2012,3.0,0,auto,AWD,Dakota Gray Metallic,Black,Used 2012 Audi A6 3.0T Prestige quattro,8-Speed Automatic | AWD
811,695331849,63244,23995,IL,Audi,A6,2014,2.0,0,auto,AWD,Gray,Velvet Beige,Used 2014 Audi A6 2.0T Premium quattro,8-Speed Automatic | AWD
812,695747990,63801,21500,GA,Audi,A6,2014,2.0,0,auto,AWD,Quartz Gray Metallic,Black,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
813,698957451,63802,22689,NJ,Audi,A6,2014,2.0,0,auto,AWD,Aviator Blue Metallic,Titanium Gray,Used 2014 Audi A6 2.0T Premium Plus quattro,8-Speed Automatic | AWD
814,699553363,64331,23477,MA,Audi,A6,2013,2.0,0,auto|manual,AWD,Dakota Gray Metallic,Velvet Beige,Used 2013 Audi A6 2.0T Premium,8-Speed Automatic w/Manual Shift | AWD
815,693628041,64506,18997,IL,Audi,A6,2013,2.0,0,auto,AWD,Black,Nougat Brown,Used 2013 Audi A6 2.0T Premium Plus,8-Speed Automatic | AWD
816,699715542,64835,24795,VA,Audi,A6,2014,3.0,0,auto,AWD,Black,,Used 2014 Audi A6 3.0T Premium Plus quattro,8-Speed Automatic | AWD
817,699633535,64878,28000,PA,Audi,A6,2013,3.0,0,auto,AWD,Black,Nougat Brown,Used 2013 Audi A6 3.0T Premium quattro,8-Speed Automatic | AWD
818,692688642,65010,16995,PA,Audi,A6,2010,3.0,0,auto,AWD,Silver,Black,Used 2010 Audi A6 3.0 Premium quattro,6-Speed Automatic | AWD
819,699062844,65290,16990,CT,Audi,A6,2010,3.0,0,auto,AWD,Brilliant Black,Amaretto / Black,Used 2010 Audi A6 3.0 Premium Plus quattro,6-Speed Automatic | AWD
820,694796354,65606,19450,FL,Audi,A6,2013,2.0,0,auto,FWD,Gray,BEIGE,Used 2013 Audi A6 2.0T Premium,continuously variable automatic | FWD
