,id,miles,name,powertrain,price,state,brand,model,year,capacity,Certified,strange_pt2,gearbox,dwheel,ext,int
0,698196282,273825,Used 2001 Lexus LS 430 4DR SDN AT,"5-Speed Automatic w/OD, Electronic | RWD",4995,GA,lexus,LS,2001,,0,0,auto,RWD,Blue Onyx Pearl,Black
1,698819799,97001,Used 2003 Lexus LS 430,5-Speed Automatic | RWD,8995,TX,lexus,LS,2003,,0,0,auto,RWD,Millennium Silver Metallic,Ivory
2,691093317,77344,Used 2010 Lexus LS 460 L,8-Speed Automatic | AWD,23000,IL,lexus,LS,2010,,0,0,auto,AWD,Smoky Granite Mica,Black / Saddle Tan
3,699856489,36337,Used 2010 Lexus LS 460 Base,8-Speed Automatic | RWD,28500,LA,lexus,LS,2010,,0,0,auto,RWD,Silver,
4,700298533,33203,Used 2013 Lexus LS 460 Base,8-Speed Automatic | RWD,40431,GA,lexus,LS,2013,,0,0,auto,RWD,Nebula Gray Pearl,Light Gray
5,699429984,118706,Used 2007 Lexus LS 460 L,8-Speed Automatic | RWD,16990,WA,lexus,LS,2007,,0,0,auto,RWD,Silver,Black
6,698737618,19855,Certified 2015 Lexus LS 460,8-Speed Automatic | RWD,57288,TX,lexus,LS,2015,,1,0,auto,RWD,Black,Black
7,700147523,36369,Used 2014 Lexus LS 460 Base,8-Speed Automatic | RWD,43998,CA,lexus,LS,2014,,0,0,auto,RWD,Nebula Gray Pearl,Black
8,698634398,57262,Certified 2013 Lexus LS 460 Base,8-Speed Automatic | RWD,40000,TN,lexus,LS,2013,,1,0,auto,RWD,Ultra White,Black
9,698752239,76298,Used 2010 Lexus LS 460,8-Speed Automatic w/OD | RWD,22450,AR,lexus,LS,2010,,0,0,auto,RWD,Obsidian,Parchment
10,699842840,62508,Used 2010 Lexus LS 460 Base,8-Speed Automatic | RWD,25991,GA,lexus,LS,2010,,0,0,auto,RWD,Blue,
11,699149893,9091,Certified 2015 Lexus LS 460 COMFORT PKG,8-Speed Automatic | RWD,58993,NV,lexus,LS,2015,,1,0,auto,RWD,Black,Black
12,696403414,64154,Used 2006 Lexus LS 430,6-Speed Automatic | RWD,15983,LA,lexus,LS,2006,,0,0,auto,RWD,Black Onyx,Black
13,698225296,124959,Used 2006 Lexus LS 430,6-Speed Automatic | RWD,13991,WA,lexus,LS,2006,,0,0,auto,RWD,Mercury Metallic,Black
14,698085457,6837,Certified 2015 Lexus LS 460,8-Speed Automatic | RWD,59883,NV,lexus,LS,2015,,1,0,auto,RWD,White,Black
15,699830043,120278,Used 2005 Lexus LS 430,6-Speed Automatic | RWD,10994,IL,lexus,LS,2005,,0,0,auto,RWD,Silver,Black
16,700104474,100098,Used 2002 Lexus LS 430,6-Speed Automatic | RWD,11987,WI,lexus,LS,2002,,0,0,auto,RWD,Light Windsor Gray Metallic,Parchment
17,698635004,123452,Used 2008 Lexus LS 460 Base,8-Speed Automatic | RWD,13500,TN,lexus,LS,2008,,0,0,auto,RWD,Obsidian Black,Black
18,697364528,27925,Certified 2015 Lexus LS 460 L,8-Speed Automatic | AWD,65495,MA,lexus,LS,2015,,1,0,auto,AWD,Obsidian Black,Black
19,697679735,44671,Certified 2014 Lexus LS 460 Base,8-Speed Automatic | AWD,46989,IL,lexus,LS,2014,,1,0,auto,AWD,White,Black
20,699851620,45337,Used 2014 Lexus LS 460 Base,8-Speed Automatic | AWD,39995,IL,lexus,LS,2014,,0,0,auto,AWD,Obsidian Black,Black
21,696858424,50550,Used 2013 Lexus LS 460 Base,8-Speed Automatic | RWD,34000,FL,lexus,LS,2013,,0,0,auto,RWD,White,
22,697901499,73301,Used 2011 Lexus LS 460 Base,8-Speed Automatic | RWD,21585,NC,lexus,LS,2011,,0,0,auto,RWD,Obsidian Black,Beige
23,698236986,100089,Used 2010 Lexus LS 460,8-Speed Automatic | AWD,20995,MA,lexus,LS,2010,,0,0,auto,AWD,Smoky Granite Mica,Light Gray
24,695353896,61625,Used 2013 Lexus LS 460 L,8-Speed Automatic | RWD,34777,FL,lexus,LS,2013,,0,0,auto,RWD,Black,
25,698032500,99602,Used 2005 Lexus LS 430,6-Speed Automatic | RWD,11788,CO,lexus,LS,2005,,0,0,auto,RWD,Champagne,
26,696909097,11247,Certified 2014 Lexus LS 460 L,8-Speed Automatic | RWD,54442,FL,lexus,LS,2014,,1,0,auto,RWD,Gray,Ivory
27,699738691,15919,Used 2015 Lexus LS 460,8-Speed Automatic | AWD,50981,VA,lexus,LS,2015,,0,0,auto,AWD,White,Beige
28,699312559,52163,Certified 2013 Lexus LS 460 Base,8-Speed Automatic | RWD,41300,OR,lexus,LS,2013,,1,0,auto,RWD,Nebula Gray Pearl,Light Gray
29,699923639,102968,Used 2004 Lexus LS 430,6-Speed Automatic | RWD,12982,TX,lexus,LS,2004,,0,0,auto,RWD,Black Onyx,
30,691389781,0,Used 2007 Lexus LS 460 Base,8-Speed Automatic | RWD,10977,FL,lexus,LS,2007,,0,0,auto,RWD,Silver Metallic,Light Gray
31,698259663,0,Used 2011 Lexus LS 460 Base,8-Speed Automatic | RWD,19493,FL,lexus,LS,2011,,0,0,auto,RWD,Black,Black
32,698016225,0,Used 2006 Lexus LS 430,8-Speed Automatic | RWD,13777,FL,lexus,LS,2006,,0,0,auto,RWD,Silver Metallic,Light Gray
33,688983358,0,Used 2008 Lexus LS 460 Base,8-Speed Automatic | RWD,21995,MO,lexus,LS,2008,,0,0,auto,RWD,Silver,
34,699082574,0,Used 2007 Lexus LS 460 Base,8-Speed Automatic | RWD,16888,FL,lexus,LS,2007,,0,0,auto,RWD,Green,Light Gray
35,698063175,0,Used 2009 Lexus LS 460 Base,8-Speed Automatic | RWD,15495,CA,lexus,LS,2009,,0,0,auto,RWD,Burgundy,Cashmere
36,679603786,5100,Used 2015 Lexus LS 460 460,8-Speed Automatic | AWD,59650,MN,lexus,LS,2015,,0,0,auto,AWD,Black,
37,698867184,7790,Certified 2016 Lexus LS 460 L,8-Speed Automatic | RWD,69950,TX,lexus,LS,2016,,1,0,auto,RWD,Obsidian Black,Black
38,698421046,7873,Used 2015 Lexus LS 460,8-Speed Automatic | RWD,57999,GA,lexus,LS,2015,,0,0,auto,RWD,Starfire Pearl,Parchment
39,698442122,8775,Used 2011 Lexus LS 460 Base,8-Speed Automatic | AWD,31500,OH,lexus,LS,2011,,0,0,auto,AWD,Satin Cashmere Metallic,Alabaster
40,699968133,8897,Used 2013 Lexus LS 460 Base,8-Speed Automatic | AWD,40750,VA,lexus,LS,2013,,0,0,auto,AWD,Silver,Black
41,654130558,9295,Used 2016 Lexus LS 460 Base,8-Speed Automatic | RWD,66999,CA,lexus,LS,2016,,0,0,auto,RWD,Obsidian Black,Black
42,678593957,9423,Used 2015 Lexus LS 460 Crafted Line,8-Speed Automatic w/OD | AWD,61355,IL,lexus,LS,2015,,0,0,auto,AWD,Ultra White,Black/Scarlet w/Shimamoku
